Matemática,Lenguaje,Ciencias,NEM,Colegio_Egreso,Sexo,Nota,asi_Cod
644,539,556,579,Privado,F,4.7,520145
849,618,610,620,Privado,M,4.4,530024
612,536,593,620,Municipalizado,M,3.4,530024
688,645,636,723,Municipalizado,M,4.5,520145
812,710,698,784,Subvencionado,M,5.3,520145
689,721,631,703,Subvencionado,M,3.1,510145
614,660,540,600,Subvencionado,M,3.2,520145
638,573,613,641,Subvencionado,F,1.0,520145
671,568,618,556,Subvencionado,M,3.8,530024
687,732,676,579,Privado,M,1.0,510145
582,547,548,642,Subvencionado,M,4.0,530024
678,601,629,661,Subvencionado,F,3.7,510145
596,569,559,663,Subvencionado,M,2.4,510145
615,596,591,599,Municipalizado,M,2.4,510145
681,651,656,742,Municipalizado,M,2.5,520145
674,779,650,557,Subvencionado,M,2.5,520145
655,658,532,702,Privado,F,1.8,520145
811,602,634,598,Subvencionado,M,4.9,520145
612,581,511,742,Municipalizado,M,1.4,510145
668,651,557,660,Subvencionado,M,4.7,510145
681,607,634,783,Municipalizado,M,4.7,510145
575,547,533,662,Subvencionado,M,3.0,520145
668,606,566,557,Subvencionado,M,4.0,520145
666,602,685,682,Subvencionado,F,5.0,530024
600,651,539,700,Subvencionado,F,3.3,510145
700,523,621,535,Privado,M,4.2,510145
644,638,606,682,Subvencionado,F,3.0,510145
678,597,667,521,Municipalizado,M,4.0,520145
688,625,637,702,Municipalizado,M,2.7,520145
682,658,614,660,Privado,F,4.1,520145
632,619,676,722,Privado,M,4.3,520145
772,682,671,784,Municipalizado,F,4.8,510145
695,626,619,682,Subvencionado,M,4.3,530024
639,596,635,722,Subvencionado,M,3.0,510145
673,518,616,600,Subvencionado,M,2.7,520145
566,506,517,440,Privado,M,2.0,520145
585,527,588,701,Subvencionado,M,2.8,510145
651,638,651,597,Privado,M,4.5,520145
733,683,653,744,Municipalizado,M,5.6,520145
718,626,656,786,Municipalizado,M,6.1,530024
774,690,671,641,Privado,M,4.1,510145
755,682,607,577,Privado,M,4.9,530024
736,602,681,723,Subvencionado,M,4.8,510145
645,591,592,763,Subvencionado,M,5.1,520145
679,646,597,641,Subvencionado,M,4.9,530024
678,514,705,662,Municipalizado,M,5.9,520145
811,757,763,744,Privado,M,6.6,520145
811,596,672,496,Privado,M,5.5,520145
585,513,476,640,Municipalizado,M,1.0,510145
623,624,613,557,Subvencionado,M,1.5,520145
670,569,641,475,Municipalizado,M,6.0,520145
660,561,677,619,Municipalizado,M,4.0,510145
567,495,517,620,Subvencionado,F,1.4,510145
755,731,679,577,Privado,M,4.2,510145
679,596,535,744,Municipalizado,M,4.3,520145
651,574,600,743,Municipalizado,F,2.3,520145
594,667,647,557,Municipalizado,F,2.4,520145
673,666,702,721,Privado,M,4.7,520145
734,766,665,700,Privado,F,4.3,530024
666,692,663,620,Subvencionado,M,4.8,530024
585,667,571,621,Subvencionado,M,1.9,510145
772,683,672,784,Municipalizado,F,6.0,530024
810,552,644,557,Privado,M,4.0,510145
660,569,613,661,Subvencionado,M,3.8,530024
586,564,591,703,Subvencionado,M,2.5,510145
575,546,534,661,Subvencionado,M,2.6,510145
648,592,699,618,Municipalizado,M,3.4,510145
811,584,633,681,Subvencionado,F,4.5,520145
653,563,583,723,Subvencionado,M,4.2,530024
734,624,599,661,Privado,F,4.8,510145
681,681,675,700,Privado,M,4.0,510145
687,583,595,579,Subvencionado,M,4.3,510145
669,633,617,578,Subvencionado,M,2.6,520145
626,639,548,763,Municipalizado,M,2.5,520145
717,667,702,702,Municipalizado,M,5.1,510145
649,659,630,578,Subvencionado,M,4.0,520145
600,569,516,578,Subvencionado,F,2.1,520145
724,605,623,641,Subvencionado,M,4.6,530024
684,573,618,598,Subvencionado,M,1.0,530024
679,645,596,640,Subvencionado,M,5.7,520145
588,557,549,579,Subvencionado,F,1.0,510145
638,496,585,476,Municipalizado,F,1.0,510145
638,541,559,599,Subvencionado,M,4.0,520145
636,659,637,557,Privado,M,3.5,510145
732,683,652,722,Subvencionado,M,4.0,510145
679,773,652,763,Municipalizado,F,4.0,510145
615,660,540,600,Subvencionado,M,4.1,530024
637,582,611,460,Privado,M,4.1,530024
645,630,598,744,Subvencionado,M,1.0,530024
717,651,627,682,Subvencionado,M,3.5,510145
606,579,562,561,Subvencionado,M,1.4,510145
620,484,487,496,Municipalizado,M,1.0,510145
594,618,486,641,Subvencionado,M,1.7,510145
829,603,591,494,Subvencionado,M,5.4,510145
627,458,563,764,Municipalizado,M,3.1,520145
701,566,569,517,Privado,M,2.4,510145
774,576,646,641,Privado,M,3.6,510145
589,597,588,723,Municipalizado,M,2.4,520145
774,556,671,619,Privado,M,4.6,520145
636,602,574,620,Privado,M,1.0,520145
645,612,599,640,Municipalizado,M,1.0,520145
700,666,599,701,Subvencionado,M,4.6,520145
713,613,660,599,Subvencionado,M,4.1,510145
617,733,705,516,Subvencionado,M,4.2,510145
656,591,595,662,Municipalizado,M,5.1,530024
810,780,706,701,Privado,M,5.7,520145
601,595,517,495,Subvencionado,M,2.7,510145
810,682,706,744,Subvencionado,F,6.5,520145
712,682,550,641,Subvencionado,M,2.9,510145
629,608,627,744,Subvencionado,M,4.0,510145
645,710,627,641,Privado,M,2.6,510145
681,562,635,640,Subvencionado,M,3.1,520145
637,666,715,661,Municipalizado,M,2.4,510145
695,615,647,723,Municipalizado,M,1.0,530024
717,666,703,700,Municipalizado,M,5.2,530024
666,563,529,721,Municipalizado,F,4.2,520145
638,619,647,598,Municipalizado,M,4.1,520145
623,472,569,743,Subvencionado,F,3.0,510145
696,722,597,721,Subvencionado,M,4.0,520145
569,537,497,701,Municipalizado,F,1.0,520145
700,524,621,535,Privado,M,4.2,510145
600,608,575,663,Subvencionado,M,4.4,520145
645,606,584,599,Municipalizado,F,2.9,520145
850,690,703,701,Subvencionado,M,5.5,520145
773,625,659,683,Subvencionado,M,4.5,530024
607,586,538,703,Subvencionado,F,4.0,530024
590,628,582,459,Privado,M,1.0,530024
695,652,681,659,Subvencionado,M,4.3,530024
673,652,715,620,Subvencionado,M,3.0,520145
691,664,645,682,Subvencionado,F,4.0,530024
660,602,602,620,Subvencionado,M,1.8,510145
677,575,563,600,Subvencionado,M,1.9,520145
732,712,705,722,Privado,M,6.3,530024
665,625,634,476,Subvencionado,M,2.8,510145
606,579,562,560,Subvencionado,M,3.6,530024
594,618,615,599,Subvencionado,F,4.3,520145
717,638,676,660,Subvencionado,F,4.0,510145
596,595,578,688,Subvencionado,M,4.2,530024
695,591,651,517,Subvencionado,M,4.2,520145
678,597,668,520,Municipalizado,M,4.0,530024
639,639,648,660,Subvencionado,M,2.9,520145
755,546,624,641,Subvencionado,M,5.1,530024
647,644,676,701,Subvencionado,M,3.6,520145
752,651,689,576,Privado,M,4.6,510145
579,625,595,722,Subvencionado,M,2.5,520145
771,682,777,660,Privado,M,3.5,520145
661,706,594,660,Privado,F,3.4,520145
649,626,615,743,Municipalizado,M,4.0,510145
602,561,616,579,Municipalizado,F,4.2,520145
771,646,567,640,Subvencionado,M,4.9,520145
678,651,734,640,Privado,M,5.3,510145
667,512,570,454,Municipalizado,M,4.2,530024
647,602,622,599,Municipalizado,M,1.9,520145
656,530,615,578,Subvencionado,M,1.0,510145
811,681,617,701,Privado,M,3.3,510145
629,569,629,683,Municipalizado,M,4.0,510145
638,574,613,641,Subvencionado,F,1.0,520145
655,592,551,517,Privado,M,3.3,510145
705,650,676,642,Privado,M,4.9,520145
614,596,592,599,Municipalizado,M,4.0,520145
653,584,553,558,Privado,M,1.0,520145
623,601,592,641,Subvencionado,M,3.7,530024
733,524,611,642,Subvencionado,M,4.7,530024
655,538,596,744,Municipalizado,F,5.8,530024
569,507,545,641,Subvencionado,M,4.1,530024
630,658,592,743,Subvencionado,M,2.0,510145
648,578,597,579,Subvencionado,F,2.6,510145
625,613,701,682,Municipalizado,M,5.3,510145
616,607,564,620,Municipalizado,F,4.0,530024
655,743,613,496,Subvencionado,M,3.3,510145
590,597,589,722,Municipalizado,M,1.9,520145
751,651,648,702,Municipalizado,M,4.3,520145
646,583,648,640,Municipalizado,M,1.9,510145
582,536,561,742,Subvencionado,M,2.8,530024
670,585,635,454,Privado,M,2.5,510145
640,495,523,640,Subvencionado,M,2.8,520145
695,595,636,742,Subvencionado,F,5.9,520145
566,495,517,619,Subvencionado,F,1.4,510145
592,601,606,682,Subvencionado,M,3.2,520145
695,654,681,660,Subvencionado,M,4.6,520145
718,556,663,722,Subvencionado,M,4.0,510145
687,626,625,618,Subvencionado,M,3.1,510145
641,495,524,641,Subvencionado,M,3.2,510145
773,546,594,660,Municipalizado,M,4.2,510145
591,601,606,683,Subvencionado,M,3.2,520145
632,660,641,702,Subvencionado,M,2.4,520145
653,674,622,681,Subvencionado,F,4.4,530024
655,582,600,495,Subvencionado,M,1.0,520145
705,645,602,701,Subvencionado,M,3.5,510145
668,562,536,762,Municipalizado,M,4.7,520145
672,720,660,660,Privado,M,4.2,520145
530,548,469,661,Municipalizado,M,1.4,510145
684,757,649,682,Subvencionado,M,4.0,520145
656,650,693,723,Privado,M,4.0,510145
617,601,611,599,Privado,F,2.6,520145
619,579,568,558,Subvencionado,M,1.7,520145
620,710,575,660,Subvencionado,M,1.0,520145
678,794,694,744,Privado,F,4.1,510145
616,593,629,577,Municipalizado,M,3.6,520145
724,588,697,620,Subvencionado,M,4.1,520145
602,607,552,621,Municipalizado,M,3.4,510145
633,572,657,743,Privado,M,4.7,520145
636,603,538,682,Municipalizado,M,4.2,520145
649,692,591,641,Subvencionado,M,5.8,520145
727,660,558,559,Subvencionado,M,4.5,510145
683,785,668,746,Subvencionado,F,5.4,510145
677,561,638,499,Subvencionado,M,1.6,520145
716,651,627,683,Subvencionado,M,3.5,510145
732,692,741,722,Privado,M,4.6,530024
687,601,560,702,Municipalizado,F,4.2,510145
831,581,642,660,Subvencionado,M,4.2,510145
732,721,690,804,Privado,F,4.6,510145
606,607,570,682,Municipalizado,M,2.1,510145
662,642,673,640,Subvencionado,M,3.4,530024
756,645,702,642,Privado,M,4.9,520145
632,624,639,680,Municipalizado,M,1.0,520145
695,619,545,601,Privado,M,5.3,510145
634,501,573,615,Subvencionado,M,3.6,510145
678,675,692,723,Subvencionado,M,5.1,530024
671,656,689,621,Privado,M,4.0,510145
612,627,629,621,Municipalizado,M,2.4,510145
633,626,639,679,Municipalizado,M,1.0,510145
718,667,672,661,Privado,M,4.5,520145
684,637,726,660,Privado,M,4.7,520145
682,468,624,620,Municipalizado,M,4.5,530024
573,578,573,701,Subvencionado,M,1.2,520145
773,624,699,620,Municipalizado,M,3.0,510145
693,666,646,578,Privado,M,5.2,530024
608,513,562,557,Subvencionado,M,4.2,520145
594,618,615,597,Subvencionado,F,4.3,520145
603,501,620,579,Subvencionado,M,3.1,520145
655,592,563,703,Subvencionado,M,4.6,510145
586,558,550,496,Municipalizado,M,1.0,510145
626,595,604,618,Municipalizado,M,4.0,530024
706,644,602,702,Subvencionado,M,4.5,520145
618,595,584,476,Privado,M,1.9,520145
601,595,517,496,Subvencionado,M,1.0,520145
693,552,613,620,Subvencionado,M,5.0,520145
695,637,635,558,Subvencionado,M,1.0,510145
683,574,578,681,Municipalizado,M,1.0,520145
624,586,511,722,Subvencionado,F,2.8,510145
654,584,554,556,Privado,M,2.1,520145
679,566,684,640,Privado,M,3.0,510145
620,470,559,721,Subvencionado,F,4.0,510145
632,541,581,495,Privado,M,1.0,510145
605,622,589,433,Municipalizado,M,2.4,510145
618,733,706,517,Subvencionado,M,4.2,510145
701,645,645,681,Subvencionado,M,3.1,520145
664,691,671,764,Privado,F,6.2,530024
717,638,676,659,Subvencionado,F,4.0,510145
732,525,610,641,Subvencionado,M,5.4,520145
657,507,591,579,Privado,M,4.1,510145
677,658,672,662,Privado,M,5.4,520145
649,660,630,579,Subvencionado,M,5.1,510145
695,638,635,558,Subvencionado,M,1.0,520145
609,573,584,682,Municipalizado,F,4.0,530024
617,574,553,682,Municipalizado,M,2.0,510145
626,632,637,702,Privado,M,2.5,520145
624,518,612,722,Subvencionado,M,3.5,510145
756,613,657,743,Subvencionado,M,5.0,530024
713,607,627,661,Privado,M,4.0,520145
637,603,537,682,Municipalizado,M,4.6,530024
649,649,601,661,Municipalizado,F,2.6,520145
645,546,594,660,Municipalizado,F,4.5,520145
605,606,570,682,Municipalizado,M,2.1,510145
701,524,621,537,Privado,M,4.2,510145
617,574,426,558,Subvencionado,F,3.4,510145
700,531,568,682,Subvencionado,M,4.5,510145
585,576,517,764,Subvencionado,M,1.4,520145
626,612,702,683,Municipalizado,M,3.6,520145
681,633,648,538,Subvencionado,M,2.4,510145
725,605,624,640,Subvencionado,M,1.0,510145
696,594,635,742,Subvencionado,F,4.0,510145
655,700,564,580,Subvencionado,M,2.8,520145
695,632,624,620,Municipalizado,M,4.4,510145
616,623,584,619,Municipalizado,F,3.0,510145
608,562,602,620,Subvencionado,F,2.4,520145
640,606,594,702,Municipalizado,M,4.2,520145
669,673,681,660,Privado,M,5.3,530024
656,576,591,640,Subvencionado,F,3.0,510145
641,613,607,641,Privado,M,1.0,510145
656,637,621,598,Subvencionado,M,1.0,510145
674,722,680,723,Privado,F,4.0,510145
595,697,598,619,Subvencionado,F,1.0,520145
685,617,563,496,Municipalizado,M,5.7,510145
771,590,659,640,Municipalizado,M,5.2,510145
830,693,806,744,Subvencionado,M,5.2,520145
679,562,619,537,Privado,M,4.9,520145
645,551,563,724,Subvencionado,M,4.5,530024
613,656,649,641,Privado,F,4.4,510145
607,508,559,559,Municipalizado,M,5.1,530024
655,743,614,495,Subvencionado,M,2.7,520145
812,682,652,640,Privado,M,4.7,520145
636,680,631,683,Subvencionado,M,2.2,510145
673,651,716,620,Subvencionado,M,3.0,520145
653,585,554,558,Privado,M,1.0,520145
671,519,568,454,Municipalizado,M,2.9,530024
596,633,549,681,Municipalizado,F,4.0,530024
585,557,552,494,Municipalizado,M,1.0,510145
657,700,564,578,Subvencionado,M,2.8,520145
652,587,527,495,Privado,M,3.2,520145
562,631,582,599,Municipalizado,M,1.0,520145
656,638,693,620,Municipalizado,M,4.5,520145
682,608,660,744,Subvencionado,M,4.9,530024
690,626,681,765,Privado,M,4.0,520145
657,530,615,578,Subvencionado,M,3.5,530024
629,633,639,538,Privado,M,3.2,520145
693,603,649,660,Privado,M,4.7,510145
695,645,657,682,Municipalizado,M,6.0,520145
706,632,660,640,Privado,M,4.0,510145
677,608,600,601,Subvencionado,M,2.1,520145
609,513,562,558,Subvencionado,M,4.2,520145
660,551,606,641,Subvencionado,F,1.0,530024
651,637,627,537,Subvencionado,M,3.0,510145
683,645,674,619,Privado,M,4.0,530024
682,691,596,722,Subvencionado,F,5.2,510145
656,626,535,517,Privado,M,2.8,510145
656,669,615,702,Subvencionado,F,4.3,510145
712,644,689,681,Subvencionado,M,4.7,520145
696,646,678,764,Municipalizado,M,4.2,510145
617,638,619,683,Municipalizado,M,2.4,520145
705,570,542,661,Municipalizado,M,4.4,530024
608,633,606,701,Municipalizado,F,4.0,510145
656,585,648,454,Privado,M,2.0,520145
648,700,613,557,Privado,F,2.4,510145
690,562,589,621,Subvencionado,M,3.0,510145
718,667,672,661,Privado,M,4.5,520145
646,584,563,682,Subvencionado,F,5.2,520145
830,712,791,765,Privado,M,4.7,510145
619,596,611,700,Municipalizado,F,1.9,520145
689,721,630,702,Subvencionado,M,1.0,510145
811,598,672,495,Privado,M,5.5,520145
669,583,606,578,Subvencionado,M,2.3,510145
771,638,622,640,Privado,M,4.1,520145
656,659,636,723,Municipalizado,F,4.1,530024
633,626,639,681,Municipalizado,M,1.0,510145
704,656,601,681,Privado,M,5.0,510145
713,733,662,702,Privado,M,4.2,530024
639,659,702,660,Municipalizado,M,4.0,510145
649,547,525,579,Municipalizado,M,1.0,510145
645,599,641,722,Municipalizado,M,4.4,530024
756,614,561,763,Subvencionado,M,3.5,510145
659,566,610,598,Subvencionado,M,1.0,510145
593,552,585,640,Subvencionado,M,2.0,510145
645,587,630,701,Municipalizado,M,4.7,520145
683,637,727,660,Privado,M,4.7,520145
753,757,710,744,Municipalizado,M,6.5,510145
612,458,624,744,Subvencionado,F,4.6,520145
684,646,615,722,Municipalizado,M,4.0,510145
669,681,550,660,Subvencionado,M,4.0,520145
684,563,653,641,Subvencionado,M,4.1,530024
638,496,584,475,Municipalizado,F,2.3,510145
737,567,637,701,Subvencionado,M,4.0,510145
661,557,659,599,Subvencionado,M,1.0,520145
668,644,638,536,Subvencionado,M,2.2,510145
660,580,559,661,Subvencionado,M,1.0,510145
640,496,585,474,Municipalizado,F,2.0,520145
619,558,563,640,Subvencionado,M,1.9,520145
773,700,692,663,Municipalizado,M,4.1,510145
678,733,702,702,Municipalizado,M,4.2,510145
752,673,684,722,Subvencionado,M,4.8,530024
625,537,610,700,Municipalizado,M,5.1,530024
660,529,537,764,Subvencionado,M,3.3,520145
771,682,672,783,Municipalizado,F,5.7,520145
638,536,468,602,Subvencionado,M,1.4,510145
616,606,564,620,Municipalizado,F,4.3,520145
668,633,637,662,Subvencionado,F,4.6,530024
659,631,660,578,Privado,M,4.7,510145
626,607,579,661,Subvencionado,F,1.0,520145
718,769,622,744,Municipalizado,F,4.7,520145
624,652,573,619,Subvencionado,M,2.6,510145
755,571,589,454,Subvencionado,M,2.8,520145
630,614,623,682,Subvencionado,F,3.4,520145
684,733,644,702,Privado,F,4.0,510145
700,676,591,558,Subvencionado,M,2.5,510145
630,585,601,558,Subvencionado,M,4.2,510145
645,507,589,640,Municipalizado,M,5.2,530024
604,557,509,702,Subvencionado,M,4.1,510145
650,541,603,579,Subvencionado,M,3.3,520145
667,659,576,659,Municipalizado,M,3.1,520145
645,629,598,743,Subvencionado,M,1.0,530024
619,470,559,723,Subvencionado,F,4.0,510145
677,572,671,743,Municipalizado,M,4.8,520145
771,536,640,620,Subvencionado,M,4.2,510145
683,591,610,764,Subvencionado,M,4.0,530024
684,626,642,619,Municipalizado,M,5.3,530024
711,616,645,660,Subvencionado,F,3.2,530024
812,571,715,681,Privado,M,4.7,510145
641,563,558,702,Municipalizado,M,4.0,530024
690,638,662,825,Subvencionado,M,4.0,510145
702,580,614,702,Privado,M,4.8,520145
649,625,615,744,Municipalizado,M,4.8,520145
638,542,559,597,Subvencionado,M,4.4,510145
630,568,631,682,Municipalizado,M,4.3,530024
617,518,544,578,Subvencionado,M,1.7,520145
696,693,651,804,Subvencionado,M,4.2,510145
630,614,621,681,Subvencionado,F,1.8,510145
657,688,658,642,Privado,F,4.1,520145
612,693,645,579,Subvencionado,M,2.0,520145
634,501,574,615,Subvencionado,M,3.0,510145
773,733,720,785,Subvencionado,F,5.5,530024
650,660,629,579,Subvencionado,M,4.4,530024
849,767,776,763,Subvencionado,M,5.3,510145
673,595,702,743,Municipalizado,M,3.0,510145
669,658,576,661,Municipalizado,M,2.4,510145
595,552,559,640,Municipalizado,F,2.6,520145
663,593,599,480,Privado,M,1.7,510145
672,658,625,579,Subvencionado,F,1.0,530024
634,576,625,682,Privado,M,2.9,510145
713,756,629,620,Subvencionado,M,4.0,520145
645,619,594,680,Municipalizado,M,4.8,520145
661,604,647,660,Municipalizado,M,4.1,520145
736,614,606,721,Subvencionado,M,5.0,520145
659,558,659,598,Subvencionado,M,1.0,520145
628,613,702,681,Municipalizado,M,5.3,510145
640,597,634,722,Subvencionado,M,4.1,520145
660,652,603,495,Privado,M,3.3,510145
646,626,566,599,Subvencionado,F,4.0,510145
771,614,648,660,Municipalizado,M,4.0,510145
618,638,618,681,Municipalizado,M,2.8,510145
751,702,792,805,Subvencionado,M,5.5,510145
656,626,535,516,Privado,M,1.0,530024
630,674,590,642,Subvencionado,M,4.2,520145
696,675,635,642,Subvencionado,M,4.2,520145
705,637,699,765,Subvencionado,M,3.5,510145
688,633,679,640,Privado,M,4.8,520145
595,601,635,640,Subvencionado,M,2.2,510145
681,674,713,724,Subvencionado,M,4.4,530024
626,582,631,640,Subvencionado,M,4.8,510145
639,618,648,598,Municipalizado,M,4.1,520145
774,690,672,640,Privado,M,5.0,520145
625,579,654,517,Municipalizado,M,2.6,520145
756,571,589,454,Subvencionado,M,2.2,510145
632,601,613,639,Privado,F,3.2,520145
585,513,476,641,Municipalizado,M,1.0,510145
651,541,591,682,Municipalizado,M,5.2,530024
773,651,684,723,Privado,M,4.5,520145
665,712,648,745,Subvencionado,F,4.0,520145
629,614,619,519,Privado,M,1.0,520145
663,567,561,599,Subvencionado,M,1.0,520145
637,666,715,660,Municipalizado,M,4.9,530024
687,575,595,723,Municipalizado,M,4.4,530024
652,584,554,559,Privado,M,2.8,510145
712,733,663,701,Privado,M,4.1,510145
623,472,569,744,Subvencionado,F,3.2,510145
633,601,547,805,Municipalizado,M,1.4,520145
595,597,558,641,Municipalizado,M,1.9,520145
625,760,631,534,Subvencionado,M,2.7,510145
639,552,542,641,Subvencionado,M,2.5,510145
636,571,531,683,Municipalizado,M,1.0,510145
615,579,591,660,Subvencionado,M,4.2,510145
632,626,601,598,Subvencionado,M,4.9,530024
678,700,656,745,Subvencionado,M,5.7,520145
633,626,637,681,Municipalizado,M,1.0,510145
693,650,676,660,Privado,F,4.9,510145
672,592,537,640,Privado,M,2.1,510145
612,580,538,601,Municipalizado,F,1.0,520145
630,644,631,620,Privado,M,3.8,510145
656,643,573,598,Privado,M,1.5,520145
660,568,610,598,Subvencionado,M,1.0,520145
618,590,529,641,Municipalizado,M,2.2,510145
696,692,741,722,Subvencionado,M,5.7,530024
686,670,647,703,Subvencionado,M,4.0,530024
682,633,648,538,Subvencionado,M,2.4,510145
606,487,552,578,Municipalizado,M,1.0,520145
660,503,572,701,Subvencionado,M,4.1,510145
756,571,589,455,Subvencionado,M,2.8,520145
693,546,588,475,Subvencionado,M,4.0,510145
615,580,592,661,Subvencionado,M,2.8,520145
718,681,765,702,Privado,M,5.0,520145
689,393,630,620,Municipalizado,M,4.0,510145
636,590,553,496,Subvencionado,M,4.1,530024
672,633,679,598,Subvencionado,M,1.9,510145
627,632,637,702,Privado,M,3.2,520145
637,680,637,599,Subvencionado,M,2.5,520145
687,721,684,723,Subvencionado,F,4.5,510145
